ID	Marmota himalayana	Marmota sibirica	Marmota caudata	Marmota baibacina
C3_74245	0	6	302	17
C3_74253	1	1	149	18
C3_74312	0	0	155	0
C3_74323	0	0	360	16
C3_74331	24	56	338	16
C3_74368	860	3341	2110	2911
C3_74393	0	3	90	19
C3_74400	6	17	172	1
C3_74427	27	55	230	53
C3_74463	0	1	149	9
C3_74472	3	10	415	3
C3_74502	36	23	202	12
C3_74532	0	2	54	0
C3_74538	1	6	91	0
C3_74563	0	0	158	0
C3_74570	26	18	89	6
C3_74585	3	22	198	21
C3_74608	271	285	917	336
C3_74625	2	4	276	41
C3_74649	70	75	1778	608
C3_74772	0	0	766	402
C3_74779	1445	1621	18390	272
C3_74836	0	4	1127	3
C3_74857	6	30	150	4
C3_74886	0	0	127	4
C3_74888	0	0	268	221
C3_74903	2	23	18406	3014
C3_74912	41	61	501	176
C3_74918	3	1	147	4
C3_74942	0	0	79	0
C3_74962	78	44	880	92
C3_74974	6	8	67	35
C3_74984	55	51	225	26
C3_75079	2	4	152	57
C3_75080	0	0	144	0
C3_75105	51	11	134	4
C3_75209	15	12	658	74
C3_75227	0	0	656	40
C3_75254	0	0	73	220
C3_75255	0	0	8843	4
C3_75258	3	0	129	0
C3_75285	0	15	72	4
C3_75301	8	14	1901	202
C3_75309	34	86	908	882
C3_75313	0	0	128	0
C3_75314	19	0	101	0
C3_75322	0	0	1045	992
C3_75343	13	16	171	11
C3_75364	7	2	42960	19054
C3_75382	0	19	169	1
C3_75393	0	5	115	13
C3_75403	1	0	2574	8
C3_75406	11	2	104	23
C3_75407	0	0	292	11
C3_75412	63	127	1464	1583
C3_75437	5	50	433	21
C3_75450	0	0	57	1
C3_75452	10	35	591	528
C3_75497	8	0	60	0
C3_75570	1	5	57	23
C3_75579	1	13	68	8
C3_75584	4	1	285	0
C3_75587	0	0	114	15
C3_75591	0	0	188	11
C3_75595	4	5	134	7
C3_75622	27	5	483	239
C3_75624	0	0	20165	0
C3_75629	70	271	15419	137
C3_75644	0	0	21513	554
C3_75648	49	10	3897	1035
C3_75654	0	0	513	0
C3_75656	9	0	23622	590
C3_75671	209	0	7150	409
C3_75677	0	0	17396	0
C3_75679	11	0	4215	5
C3_75680	0	0	562	25
C3_75681	0	0	181	0
C4_37	0	0	161	3
C4_56	1	9	709	5
C4_98	26	12	614	66
C4_165	799	138	538	1374
C4_222	0	0	639	351
C4_283	4	7	220	9
C4_320	0	0	108	0
C4_361	23	16	89	11
C4_377	0	0	72	37
C4_379	4	5	4842	12
C4_388	16	46	928	91
C4_458	193	13	1433	230
C4_506	14	49	589	592
C4_637	0	0	323	2
C4_639	27	9	101	62
C4_653	1125	193	2121	1092
C4_664	6	0	178	14
C4_716	0	0	549	10
C4_718	0	2	156	12
C4_750	4	8	403	19
C4_756	28	105	336	39
C4_764	0	0	1326	0
C4_774	5	3	362	27
C4_821	0	10	1129	4
C4_860	524	329	541	170
C4_906	40	32	318	10
C4_910	14	22	327	51
C4_952	18	6	99	154
C4_1011	32	0	146	4
C4_1056	0	0	539	0
C4_1103	0	0	9000	0
C4_1160	7	12	234	58
C4_1192	112	13	153	52
C4_1251	0	0	202	28
C4_1266	17	12	653	355
C4_1451	0	0	1608	0
C4_1453	0	0	129	20
C4_1466	18	36	89	16
C4_1532	47	42	66	18
C4_1672	50	56	248	45
C4_1713	14	5	2625	9
C4_1715	72	6	1756	143
C4_1725	3	10	163	34
C4_1726	0	0	2312	55
C4_1746	61	139	463	213
C4_1777	14	45	99	7
C4_1788	0	0	290	4
C4_1793	29	78	259	60
C4_1821	0	0	237	43
C4_1823	4	51	409	105
C4_1843	0	0	462	3
C4_1880	1415	1863	256933	3725
C4_1891	0	0	1755	95
C4_1917	8	10	354	132
C4_1943	427	830	1670	436
C4_1953	2957	2140	43806	73007
C4_2006	3	3	5965	9
C4_2139	2	0	74	34
C4_2173	11	8	428	64
C4_2223	2	0	6408	14
C4_2234	10	4	189	33
C4_2235	0	1	160	14
C4_2239	0	6	348	11
C4_2312	5	28	6208	55
C4_2360	270	700	1020	506
C4_2369	0	0	1762	32
C4_2472	13	22	81	122
C4_2486	9	12	105	3
C4_2582	18	7	307	247
C4_2673	241	363	61326	1334
C4_2701	518	545	7013	3556
C4_2798	161	192	1506	316
C4_2812	0	0	160	2
C4_2831	313	125	670	462
C4_2834	70	5	3618	443
C4_2849	4	2	17690	3
C4_2928	27	10	277	84
C4_2956	79	48	1111	30
C4_2958	13	8	751	65
C4_2965	218	203	2097	527
C4_2988	107	43	95	2
C4_2990	0	6	80	54
C4_2992	463	367	267743	33
C4_3017	0	1	234	5
C4_3060	9	5	167	0
C4_3120	10091	50531	8559	920
C4_3147	4	0	147	18
C4_3150	178	346	320	118
C4_3178	86	115	932	162
C4_3194	27	18	407	65
C4_3219	2	0	456	694
C4_3225	0	0	69	3
C4_3379	565	716	3556	2291
C4_3387	56	93	745	994
C4_3443	0	0	217	6
C4_3467	2	2	183	4
C4_3503	14	0	3885	29
C4_3521	0	0	225	0
C4_3528	0	0	178	2
C4_3605	92	46	252	11
C4_3637	1	2	16660	188
C4_3656	297	316	1206	705
C4_3657	0	0	487	2
C4_3679	0	0	5940	5
C4_3694	100	98	2084	133
C4_3703	0	6	258	13
C4_3715	6827	24213	21993	47542
C4_3740	103	163	1038	661
C4_3757	121	12	773	137
C4_3810	24	24	606	133
C4_3827	0	0	85	0
C4_3937	0	0	289	1
C4_4027	2383	1795	16301	41
C4_4082	0	0	121	6
C4_4099	117	64	1119	638
C4_4193	51	19	135	35
C4_4200	6	0	2326	577
C4_4234	0	0	87	0
C4_4236	0	0	1291	56
C4_4329	15	11	6499	56
C4_4334	23	936	93911	1636
C4_4376	2	7	650	15
C4_4390	502	1805	2541	1005
C4_4493	11	16	351	15
C4_4619	43	76	283	117
C4_4639	837	885	8397	7099
C4_4648	0	0	181	0
C4_4656	0	3	224	21
C4_4684	0	0	402	6
C4_4702	192	59	840	17
C4_4723	41	174	1179	76
C4_4735	0	0	1663	3
C4_4749	15	53	146	6
C4_4758	70	64	4235	336
C4_4769	3	0	6994	45
C4_4774	0	0	281	29
C4_4840	2	5	106	0
C4_4861	2	0	77	0
C4_4869	18	21	148	5
C4_4885	43	119	871	1254
C4_5056	9	22	147	18
C4_5067	44	44	89	11
C4_5150	206	140	1338	1121
C4_5157	0	0	210	23
C4_5160	35	11	861	171
C4_5196	2	0	287	37
C4_5203	3147	3480	3212	3703
C4_5234	219	221	1884	1437
C4_5302	31	0	505	80
C4_5304	319	395	5382	3199
C4_5343	9	9	224	42
C4_5350	0	0	147	0
C4_5355	27	0	2043	456
C4_5408	4	18	334	5
C4_5424	109	211	515	147
C4_5456	727	1021	3346	528
C4_5470	0	0	1760	0
C4_5544	0	0	7839	1
C4_5555	0	0	335	0
C4_5558	3	6	651	46
C4_5563	65	28	1105	282
C4_5592	0	4	574	296
C4_5634	0	0	131	12
C4_5662	0	2	2662	0
C4_5741	120	132	479	984
C4_5742	0	0	6048	25
C4_5744	5	23	109567	2
C4_5777	8	7	1413	202
C4_5798	48	25	1866	484
C4_5815	4	4	122	84
C4_5820	45	7	213	124
C4_5889	0	0	1815	0
C4_5924	262	215	410	38
C4_5926	30	14	313	16
C4_5940	106	163	941	481
C4_5994	9	9	432	128
C4_6086	278	78	3285	590
C4_6200	0	0	395	68
C4_6236	3	0	171	16
C4_6261	9	2	291	14
C4_6332	38	50	199	43
C4_6338	22	20	251	8
C4_6501	50	220	328	57
C4_6520	150	34	2470	717
C4_6521	0	0	826	5
C4_6526	3	7	319	75
C4_6553	4	4	553	136
C4_6590	4	3	307	25
C4_6632	4446	11885	14474	51550
C4_6639	673	246	7632	3029
C4_6647	893	524	1448	86
C4_6652	15	1	576	86
C4_6661	26	49	232	129
C4_6673	35	20	425	113
C4_6719	0	1	154	14
C4_6784	0	0	141	39
C4_6802	35	37	1521	171
C4_6841	20	35	149	114
C4_6887	0	0	1785	4
C4_7046	0	0	236	13
C4_7061	123	19	12055	61
C4_7087	1	0	1719	0
C4_7094	30	28	6941	51
C4_7136	21	29	769	194
C4_7162	0	0	1029	26
C4_7163	157	142	3757	368
C4_7173	28	5	327	64
C4_7245	0	0	277	5
C4_7246	21	0	2655	24
C4_7263	2	2	288	98
C4_7308	0	0	4356	4
C4_7321	6	8	839	99
C4_7434	14	4	166	92
C4_7444	0	0	77	30
C4_7501	928	171	1194	119
C4_7504	0	0	718	2
C4_7530	0	0	89	0
C4_7536	360	430	2465	663
C4_7565	1	15	183	114
C4_7575	111	60	18601	125
C4_7578	33	16	386	129
C4_7596	0	0	1364	1
C4_7618	6	0	418	16
C4_7671	14	8	205	106
C4_7722	0	2	275	11
C4_7749	46	65	244	144
C4_7752	6	3	185	4
C4_7768	0	3	390	0
C4_7793	2	0	3864	101
C4_7823	16	3	1364	20
C4_7829	55	88	4347	1131
C4_7841	28	19	1806	519
C4_7852	92	110	1229	570
C4_7853	0	37	527	245
C4_7892	1	1	58	5
C4_7906	0	0	242	16
C4_7945	11	0	9631	28
C4_8012	0	10	10857	11
C4_8051	6	1	89	32
C4_8073	35	2	148	3
C4_8079	72	40	548	321
C4_8104	73	163	343	20
C4_8109	2	6	39656	0
C4_8179	4	1	2884	9
C4_8217	9	8	257	42
C4_8234	1	11	599	72
C4_8306	9	3	192	39
C4_8321	0	0	3544	0
C4_8326	148	52	187	54
C4_8351	3474	1036	42646	1404
C4_8401	0	0	132	56
C4_8450	5	0	223	23
C4_8452	221	435	1480	4101
C4_8475	76	41	248	39
C4_8513	154	48	634	82
C4_8522	291	93	607	145
C4_8562	3	11	3239	13
C4_8565	58	38	376	282
C4_8567	0	0	132	0
C4_8596	0	0	1219	398
C4_8625	63	52	922	296
C4_8668	14927	7143	73221	6462
C4_8676	8	19	948	380
C4_8800	2	1	353	28
C4_8803	18	28	878	1428
C4_8824	0	0	144	0
C4_8839	12	19	1162	2136
C4_8842	0	0	452	0
C4_8910	0	0	100	7
C4_8945	8	5	181	6
C4_8996	6	0	75	0
C4_9016	66	59	215	31
C4_9031	130	161	1167	228
C4_9116	66	57	568	61
C4_9134	27	14	755	154
C4_9141	110	219	427	123
C4_9171	0	0	67	0
C4_9188	29	3	151	11
C4_9265	12	9	740	62
C4_9287	67	25	5869	86
C4_9290	0	3	251	0
C4_9300	20	3	265	2
C4_9325	11	16	798	12
C4_9367	0	0	1278	3
C4_9379	277	82	329	40
C4_9427	16	10	334	24
C4_9434	0	0	130	0
C4_9500	1	0	147	4
C4_9516	9	10	220	5
C4_9581	8	1	866	11
C4_9582	4	0	79	451
C4_9599	0	7	88	20
C4_9626	464	931	1694	197
C4_9633	6	0	290	19
C4_9655	71	9	354	84
C4_9717	4	4	2254	6
C4_9797	0	8	249	56
C4_9957	15	12	334	181
C4_9960	2	0	143	21
C4_9967	2	0	86	8
C4_10011	424	301	4644	869
C4_10166	90	15	2495	212
C4_10176	80	22	1122	341
C4_10191	0	0	102	20
C4_10229	242	12	323	50
C4_10331	0	2	482	15
C4_10357	20	21	402	165
C4_10418	0	0	378	14
C4_10461	424	539	3277	599
C4_10485	0	1	69	19
C4_10499	0	4	405	63
C4_10527	25	10	488	54
C4_10532	8	7	87331	14
C4_10548	0	1	329	8
C4_10566	462	448	39371	200
C4_10573	0	3	81	8
C4_10634	0	0	229	33
C4_10661	0	1	2631	10
C4_10722	0	2	64	3
C4_10801	2	4	120	1
C4_10827	2	0	206	29
C4_10835	337	59	574	105
C4_10838	0	0	9581	14
C4_10859	7695	6867	79330	1678
C4_10863	1	0	517	3
C4_10921	20	29	712	21
C4_10927	86	30	248	8
C4_10941	126	246	1336	71
C4_10950	0	3	4775	6
C4_11015	230	205	12762	89
C4_11016	363	477	1170	86
C4_11018	0	0	443	9
C4_11023	13	14	293	136
C4_11029	19	80	650	239
C4_11049	0	2	106	3
C4_11062	6	2	313	30
C4_11073	23	13	97	23
C4_11093	25	7	313	89
C4_11141	26	30	4032	1158
C4_11179	5	2	257	5
C4_11189	945	125	1504	236
C4_11383	75	18	133	30
C4_11385	1	0	112	9
C4_11416	0	0	78	5
C4_11419	0	0	49	0
C4_11461	74	35	555	28
C4_11468	0	0	322	2
C4_11474	0	8	95	0
C4_11515	1	0	812	327
C4_11568	278	460	1280	403
C4_11579	141	316	1801	77
C4_11582	137	59	1680	481
C4_11670	14	2	137	121
C4_11806	9	0	46	0
C4_11863	33	58	195	18
C4_11909	750	473	249483	336
C4_11981	1	1	429	46
C4_11998	4	4	174	46
C4_12054	0	2	8133	61
C4_12082	0	0	176	0
C4_12091	0	9	408	9
C4_12131	32	0	13530	438
C4_12182	0	0	3000	133
C4_12260	30	9	663	53
C4_12295	11	0	160	47
C4_12309	0	0	122	0
C4_12321	84	135	716	397
C4_12357	25	215	20619	463
C4_12373	434	317	670	44
C4_12374	4	2	398	265
C4_12403	219	59	685	17
C4_12435	224	354	1766	1163
C4_12450	0	1	6186	26
C4_12488	109	7	272	28
C4_12496	0	0	107	28
C4_12530	3	49	1237	24
C4_12586	5	2	136	10
C4_12620	51	15	772	185
C4_12784	13	25	134	18
C4_12787	3	33	132	34
C4_12856	0	4	1344	683
C4_12860	0	0	352	71
C4_12998	279	227	2376	502
C4_13008	8556	9942	26958	45335
C4_13019	69	16	822	11
C4_13034	220	407	4038	1077
C4_13182	1	0	278	5
C4_13205	295	106	915	39
C4_13213	359	111	666	49
C4_13217	8	9	546	10
C4_13223	166	149	3867	943
C4_13245	0	0	128	0
C4_13247	0	0	474	0
C4_13280	92	15	126	21
C4_13294	18	13	214	29
C4_13302	5	0	346	4
C4_13336	11	3	358	13
C4_13340	62059	28628	31176	12607
C4_13354	17	11	1174	259
C4_13376	21	20	333	158
C4_13381	75	39	17075	29
C4_13400	749	97	2339	147
C4_13412	0	0	237	1
C4_13455	207	346	908	233
C4_13481	0	0	129	0
C4_13533	10	3	235	3
C4_13570	0	4	87	0
C4_13604	5	0	85	5
C4_13605	16	12	1330	59
C4_13615	0	0	98	0
C4_13649	5	2	262	244
C4_13665	111	122	167	17
C4_13690	26	24	132	3
C4_13719	4	7	194	3
C4_13751	2	9	101	3
C4_13779	2	0	110	6
C4_13810	3490	6970	7850	5813
C4_13861	25	23	2210	28
C4_13911	3965	3315	28088	520
C4_13912	5	9	590	141
C4_13961	2	27	1448	33
C4_13976	0	0	903	2
C4_14001	0	0	26701	41
C4_14073	0	0	270	42
C4_14095	86	80	255	263
C4_14118	2	1	1866	82
C4_14123	8	5	548	47
C4_14171	10	6	118	21
C4_14178	0	0	717	2
C4_14207	6	18	873	10
C4_14230	1891	433	48584	2660
C4_14280	0	0	1094	12
C4_14335	16	33	394	79
C4_14340	0	0	2712	42
C4_14385	388	74	8546	891
C4_14424	234	330	4167	2519
C4_14437	23	37	523	95
C4_14514	3	4	427	146
C4_14523	9321	11803	52237	3141
C4_14533	27	26	273	195
C4_14688	21	17	1435	249
C4_14811	25	0	297	15
C4_14813	0	0	312	383
C4_14858	0	0	93	58
C4_14931	0	1	119	39
C4_14950	0	0	86	10
C4_14953	0	0	50	0
C4_14991	0	0	121	3
C4_15032	1036	1420	9526	4282
C4_15082	21	17	115	1
C4_15176	7	14	403	15
C4_15212	24	12	143	4
C4_15287	718	241	4061	2757
C4_15354	49	25	840	308
C4_15362	0	0	6927	7
C4_15375	53	181	244	199
C4_15383	31	4	182	0
C4_15386	39	2	3261	104
C4_15491	38	15	665	148
C4_15503	2	4	240	31
C4_15538	1	17	66	0
C4_15575	5	95	134	23
C4_15595	2	4	520	53
C4_15616	0	0	44	0
C4_15623	2	0	218	0
C4_15651	12	26	169	39
C4_15668	20	29	97	113
C4_15691	15	9	1392	109
C4_15769	1814	909	5374	1763
C4_15780	4	1	431	0
C4_15781	0	0	105	0
C4_15801	29	74	575	30
C4_15828	6	14	555	64
C4_15847	0	0	167	6
C4_15867	2	10	102	25
C4_15876	84	2	355	52
C4_15958	86	21	3307	65
C4_15959	2	0	64	1
C4_16117	8	3	939	1
C4_16124	6	28	1034	7
C4_16133	167	199	1324	138
C4_16264	0	0	7058	5
C4_16291	3	4	203	63
C4_16387	0	0	113	22
C4_16404	1	1	123	6
C4_16412	42	10	990	0
C4_16478	67	40	461	67
C4_16523	0	0	109	5
C4_16549	0	0	200	14
C4_16561	17	4	285	65
C4_16565	49	30	1133	358
C4_16572	25	17	120	40
C4_16577	508	450	2548	1169
C4_16593	63	0	124	9
C4_16603	0	0	85	5
C4_16680	553	479	3593	683
C4_16727	3	18	145	96
C4_16744	212	317	10730	1863
C4_16801	1047	1925	7451	644
C4_16869	11	16	69535	12
C4_16878	0	0	102	10
C4_16940	4	15	194	11
C4_16988	50	4	133	59
C4_17056	448	136	12449	303
C4_17090	110	25	3834	551
C4_17124	2	6	141	3
C4_17181	22	36	170	0
C4_17250	155	102	298	23
C4_17337	0	0	96	30
C4_17398	26	27	358	702
C4_17521	0	0	68	1
C4_17591	0	7	26948	0
C4_17607	2687	548	11913	1506
C4_17631	0	14	5933	4
C4_17632	2	46	307	16
C4_17652	7	15	218	211
C4_17655	0	0	544	18
C4_17708	0	0	58	11
C4_17854	0	0	372	366
C4_17882	0	0	1641	18
C4_17893	169	124	4272	5492
C4_17911	3	0	154	0
C4_17918	0	1	61	4
C4_17930	34	2	180	24
C4_17946	6	3	2232	13
C4_17981	49	26	3492	552
C4_17992	0	1	125	133
C4_18041	415	497	7623	1812
C4_18054	8	51	104	7
C4_18072	14	8	715	12
C4_18085	0	0	182	46
C4_18108	10	0	1615	957
C4_18118	167	178	820	56
C4_18126	2	0	250	0
C4_18215	66	98	313	28
C4_18219	0	0	100	0
C4_18298	15	27	160	180
C4_18328	0	0	59	4
C4_18407	32	23	8539	258
C4_18417	27	28	202	10
C4_18451	6	186	5777	5474
C4_18481	13	9	1591	230
C4_18485	79	105	465	610
C4_18491	50	11	373	19
C4_18519	0	0	1432	462
C4_18527	0	0	288	11
C4_18599	164	228	2110	125
C4_18705	69	19	290	59
C4_18730	18	6	26498	9
C4_18857	29	13	111	2
C4_18879	3	2	273	9
C4_18882	0	0	259	17
C4_18883	18	15	17492	49
C4_18953	0	0	260	0
C4_19062	1	0	176	20
C4_19104	5	27	875	338
C4_19117	1	0	472	19
C4_19124	5	2	2255	12
C4_19222	235	348	2967	1313
C4_19244	1	0	414	33
C4_19275	453	471	1805	716
C4_19364	65	95	1852	379
C4_19377	0	0	210	0
C4_19404	7	8	498	28
C4_19547	2	6	807	144
C4_19563	19	25	135	12
C4_19570	16	0	330	39
C4_19581	1	42	1224	89
C4_19610	15	7	219	55
C4_19628	0	0	119	0
C4_19766	0	0	959	0
C4_19769	493	544	11048	1304
C4_19846	904	595	2076	116
C4_19919	21	54	1139	485
C4_19922	5	32	496	95
C4_19992	2	0	87	10
C4_19996	0	19	14128	3
C4_20038	1	0	154	7
C4_20077	0	0	271	0
C4_20102	0	9	12293	8
C4_20115	68	57	816	180
C4_20139	5	0	97	4
C4_20174	10	0	10218	118
C4_20211	0	0	167	0
C4_20363	5	17	287	6
C4_20417	16	2	1531	13
C4_20420	0	0	208	0
C4_20499	1039	393	1752	1083
C4_20543	0	0	463	0
C4_20547	36	21	211	0
C4_20585	113	91	378	84
C4_20616	5	0	270	76
C4_20621	0	0	346	23
C4_20641	30	0	3079	14
C4_20643	2437	807	24315	2278
C4_20656	4	7	262	63
C4_20661	0	0	91	0
C4_20676	8	7	170	16
C4_20729	18	20	317	2
C4_20757	20	71	248	25
C4_20794	0	0	140	38
C4_20856	0	0	128	11
C4_20883	41	45	5222	615
C4_20922	71	36	274	59
C4_20930	0	0	314	0
C4_20937	34	6	1506	74
C4_21007	0	0	323	31
C4_21012	1	6	56121	4901
C4_21063	9	17	962	75
C4_21124	108	11	10604	137
C4_21156	0	4	142	4
C4_21167	411	1157	1623	1816
C4_21230	1624	678	7571	600
C4_21304	134	227	122634	221
C4_21309	8	23	231	128
C4_21387	2	3	383	169
C4_21405	2	0	188	7
C4_21431	5	5	91	44
C4_21432	0	0	75	0
C4_21457	41	60	129	8
C4_21593	167	213	940	51
C4_21618	600	659	15319	3119
C4_21638	1	3	585	13
C4_21652	45	18	8531	413
C4_21725	5	1	166	0
C4_21751	12	71	1367	0
C4_21762	0	0	4435	0
C4_21807	50	248	1421	635
C4_21908	93	130	2088	98
C4_21928	178	190	1008	485
C4_21950	213	167	53728	181
C4_21952	0	23	60	3
C4_21973	0	2	97	12
C4_21997	21	0	72	15
C4_22061	119	40	964	167
C4_22066	3	8	11617	260
C4_22085	8	10	311	14
C4_22102	0	0	457	239
C4_22108	0	2	7680	64
C4_22195	3	0	199	6
C4_22221	25	9	65	0
C4_22237	19	14	296	20
C4_22303	9	2	178	8
C4_22323	90	106	565	255
C4_22361	2	10	1273	230
C4_22397	0	2	59	2
C4_22402	764	607	2376	1137
C4_22405	5	9	349	5
C4_22424	13	2	87	8
C4_22473	44	120	2623	112
C4_22482	462	419	1028	251
C4_22490	64	85	786	35
C4_22500	83	37	11469	1927
C4_22519	0	1	298	30
C4_22581	28	2	53	63
C4_22622	0	0	218	0
C4_22669	19	18	772	212
C4_22671	87	78	3154	573
C4_22696	0	0	87	3
C4_22734	24	65	522	237
C4_22736	2	8	153	0
C4_22739	16	15	178	47
C4_22808	40	18	698	153
C4_22837	40	8	227	64
C4_22852	0	0	291	0
C4_22941	6	6	358	64
C4_22953	2155	2276	8921	5738
C4_22961	743	332	985	99
C4_22975	0	0	1326	9
C4_23189	0	0	181	9
C4_23199	101	121	2060	222
C4_23201	15	11	395	13
C4_23205	309	492	3876	2089
C4_23222	0	2	149	2
C4_23292	12	31	238	41
C4_23334	26	27	152	125
C4_23366	5	4	552	57
C4_23421	13	90	63136	135
C4_23472	20	17	299	140
C4_23498	6	3	153	18
C4_23574	26	19	490	5
C4_23579	667	1996	1197	1180
C4_23594	6	0	192	3
C4_23618	84	55	515	11
C4_23737	23	2	111	4
C4_23746	93	140	1092	89
C4_23863	0	10	151	66
C4_23881	2	0	163	0
C4_23884	16	0	324	17
C4_23914	11	33	183	31
C4_23964	49	15	147	2
C4_23972	0	0	578	0
C4_24060	8	8	314	1
C4_24062	0	0	328	0
C4_24085	9	3	262	72
C4_24086	229	295	685	1339
C4_24096	71	37	823	38
C4_24111	0	0	79	0
C4_24250	73	11	319	4
C4_24341	0	0	114	2
C4_24361	11	14	254	3
C4_24387	126	24	1391	2
C4_24415	0	0	76	21
C4_24486	565	583	3070	1726
C4_24616	33	6	279	5
C4_24691	0	8	3703	46
C4_24751	6	1	151	0
C4_24774	0	0	1283	22
C4_24792	2	5	780	18
C4_24821	8	6	1182	527
C4_24825	5258	3739	3335	5389
C4_24933	0	0	40	10
C4_24977	2	0	5462	58
C4_24991	19	54	232	11
C4_24996	33	28	507	88
C4_25006	116	117	1471	193
C4_25020	5472	3315	39964	2321
C4_25039	391	625	3363	1272
C4_25071	6	14	486	136
C4_25080	0	2	64	10
C4_25094	5	68	10466	197
C4_25155	5	9	343	28
C4_25182	142	174	318	484
C4_25266	3	0	76	1
C4_25342	0	0	178	0
C4_25343	0	0	108	0
C4_25362	2	3	82	0
C4_25385	0	0	391	26
C4_25430	946	1671	1357	217
C4_25518	0	0	330	0
C4_25522	33	457	1574	1276
C4_25554	0	0	899	3
C4_25577	0	0	1790	0
C4_25578	5	9	93	45
C4_25605	11	10	93	9
C4_25685	83	31	4321	1478
C4_25724	78	34	1653	448
C4_25740	50	34	1134	33
C4_25746	0	0	2632	3
C4_25766	1	80	89	8
C4_25822	0	0	60	0
C4_25873	14	23	56	68
C4_25916	0	2	156	5
C4_25923	96	85	718	127
C4_25935	13	11	1454	23
C4_25996	0	0	142	4
C4_26015	0	0	345	285
C4_26130	72	241	962	206
C4_26147	13	45	2226	115
C4_26195	0	0	694	4
C4_26202	22	11	630	337
C4_26265	12	4	2183	1442
C4_26300	785	1002	9116	403
C4_26341	2	0	243	24
C4_26351	0	0	56	0
C4_26389	60	46	915	329
C4_26406	23	0	104	23
C4_26412	20	2	138	86
C4_26492	1	96	913	436
C4_26516	94	18	179	178
C4_26550	155	200	870	372
C4_26602	27	34	380	84
C4_26624	28	16	83	33
C4_26629	0	0	89	2
C4_26645	15	29	251	45
C4_26653	559	484	3554	1560
C4_26687	2	8	565	18
C4_26710	0	0	293	1
C4_26726	0	2	1181	4
C4_26780	14	24	220	63
C4_26801	0	0	4536	178
C4_26829	11	4	493	42
C4_26850	6	5	347	8
C4_26892	346	756	1234	3039
C4_26926	6	16	50670	17
C4_26950	2	0	47278	4072
C4_26979	78	29	396	71
C4_27044	2	0	3854	28
C4_27047	879	399	4932	194
C4_27109	1	0	1795	7
C4_27291	44	47	438	55
C4_27318	0	0	811	0
C4_27344	76	214	2942	388
C4_27368	10	51	320	62
C4_27369	0	0	1834	37
C4_27447	14	12	306	70
C4_27458	27	130	403	48
C4_27494	16	27	2984	21
C4_27514	14	5	361	151
C4_27518	666	941	2717	757
C4_27530	35	45	843	473
C4_27534	5	2	1735	12
C4_27560	26	85	99	14
C4_27592	13	0	526	6
C4_27663	10	2	254170	28
C4_27673	1	48	7645	1052
C4_27709	10	2	177	0
C4_27714	15	17	374	8
C4_27728	52	21	525	35
C4_27765	84	281	1040	140
C4_27861	0	0	150	25
C4_27862	8508	14246	10159	14195
C4_27875	54	142	1102	1337
C4_27977	2	2	283	0
C4_28032	262	418	2025	403
C4_28040	145	309	604	47
C4_28094	0	0	203	7
C4_28156	84	117	679	199
C4_28184	0	0	495	0
C4_28196	16	6	67	15
C4_28234	80	28	3526	1173
C4_28237	381	361	26513	417
C4_28241	204	90	1028	95
C4_28256	96	93	655	812
C4_28279	1	2	152	12
C4_28285	6	0	5687	10
C4_28309	221	182	702	753
C4_28343	153	204	1791	894
C4_28355	0	0	712	0
C4_28476	87	65	12902	289
C4_28484	29	20	448	143
C4_28606	116	10	1153	199
C4_28611	0	0	3486	187
C4_28641	105	124	22817	93
C4_28714	3	3	661	63
C4_28769	10	20	371	155
C4_28828	0	0	85	6
C4_28846	125	84	2475	217
C4_28851	9	12	47	12
C4_28887	0	0	161	1
C4_28893	9	43	275	27
C4_28895	4	2	4041	83
C4_28927	100	60	384	117
C4_28966	28	49	130	236
C4_28973	15	19	338	106
C4_29078	4366	2015	11866	839
C4_29081	129	44	1180	87
C4_29110	80	84	25021	55
C4_29166	0	0	107	0
C4_29250	2	4	589	0
C4_29272	46	292	1629	1084
C4_29280	0	0	188	0
C4_29281	0	0	871	39
C4_29314	13	2	223	56
C4_29496	0	0	212	4
C4_29532	0	0	61	0
C4_29549	2	2	525	445
C4_29550	268	1129	10866	8349
C4_29585	21	6	589	63
C4_29605	2	7	161	3
C4_29628	25	8	353	143
C4_29630	102	68	435	420
C4_29641	1	0	119	17
C4_29651	0	0	71	0
C4_29688	0	2	333	6
C4_29720	0	4	136	26
C4_29722	282	334	4417	767
C4_29785	86	37	490	61
C4_29855	24	171	11391	326
C4_29900	37	17	319	17
C4_29915	124	50	794	70
C4_29965	29	150	954	633
C4_29975	1	10	156	0
C4_29977	16	48	80026	18
C4_29990	5	24	1526	41
C4_30058	53	31	2447	6
C4_30081	25	18	450	38
C4_30083	382	531	4227	2511
C4_30091	82	134	394	30
C4_30107	4	11	1729	15
C4_30129	7	2	260	62
C4_30133	0	0	82	3
C4_30141	4	0	2829	37
C4_30179	10	3	119	104
C4_30192	0	0	2512	4
C4_30270	0	0	296	0
C4_30296	47	81	145	38
C4_30322	34	175	107170	18
C4_30342	125	232	2391	1386
C4_30362	3	28	317	51
C4_30420	291	71	118	40
C4_30486	2	4	766	2
C4_30521	0	0	4610	2
C4_30522	26	59	486	6
C4_30553	0	2	97	6
C4_30604	3	14	5177	3
C4_30624	0	0	1558	8
C4_30791	1	3	829	169
C4_30851	0	0	550	18
