ID	Marmota himalayana	Marmota sibirica	Marmota caudata	Marmota baibacina
X2_2503	227	30	80	54
X2_2507	216	0	0	6
X2_2508	3017	1220	405	68
X2_2510	1238	21	29	0
X2_2519	92	122	12	45
X2_2608	6666	1923	108	27
X2_2649	7339	1002	60	67
X2_2671	799	248	336	272
X2_2696	4014	334	258	528
X2_2698	568	0	0	0
X2_2713	216	6	1	6
X2_2717	169	47	10	0
X2_2732	164	0	0	0
X2_2734	14839	0	0	0
X2_2740	2414	2307	199	288
X2_2745	180	0	2	1
X2_2751	72	9	6	1
X2_2786	170	0	0	0
X2_2815	561	17	0	0
X2_2888	540	33	12	26
X2_2956	157	4	0	1
X2_2977	163	1	1	0
X2_2995	232	69	29	39
X2_3013	278	4	4	8
X2_3045	624	174	0	1
X2_3097	736	0	0	0
X2_3108	112	7	0	8
X2_3110	18172	281	190	29
X2_3116	100	73	20	14
X2_3125	1145	210	17	5
X2_3132	1933	30	5	4
X2_3143	922	4	16	23
X2_3147	3109	52	32	9
X2_3180	465	4	0	2
X2_3185	1000	9	0	0
X2_3197	60	0	10	3
X2_3209	125	6	2	21
X2_3246	171	0	0	0
X2_3283	975	145	50	0
X2_3293	195	0	0	0
X2_3312	2089	93	27	59
X2_3337	181	38	27	34
X2_3339	141	8	10	5
X2_3378	88	8	14	4
X2_3402	136	0	0	0
X2_3417	362	0	0	0
X2_3426	3189	6	8	5
X2_3432	2443	54	6	0
X2_3445	133	2	0	0
X2_3555	21975	249	110	103
X2_3570	219	36	18	8
X2_3586	360	131	808	40
X2_3620	402	3	0	0
X2_3649	3277	0	0	0
X2_3663	459	0	4	5
X2_3720	685	0	0	0
X2_3723	10457	552	6954	2457
X2_3736	8851	40	18	32
X2_3816	275	40	12	11
X2_3817	835	27	2	0
X2_3836	524	728	10	27
X2_3840	145	17	0	0
X2_3869	599	9	15	14
X2_3874	150	0	0	17
X2_3918	76	2	0	0
X2_3940	91	3	2	0
X2_3948	990	28	8	23
X2_3977	123	14	0	0
X2_3994	346	0	0	0
X2_4013	5344	648	5	27
X2_4037	144	28	1	0
X2_4042	186	9	16	17
X2_4095	138	0	0	0
X2_4110	356	44	6	15
X2_4123	169	2	0	1
X2_4145	75	0	0	0
X2_4218	2472	0	1	0
X2_4314	120	0	2	1
X2_4319	231	0	2	4
X2_4333	949	812	307	109
X2_4352	261	25	11	9
X2_4354	927	17	2	16
X2_4388	2297	6	326	21
X2_4408	378	142	97	36
X2_4458	2365	0	0	1
X2_4471	800	0	0	2
X2_4484	2667	16	101	21
X2_4549	2850	397	44	32
X2_4550	2421	2	0	0
X2_4556	444	19	14	10
X2_4558	91	14	0	2
X2_4561	13967	549	13	41
X2_4574	194	0	0	1
X2_4587	3146	20	1	0
X2_4589	864	0	0	3
X2_4600	155	0	6	1
X2_4614	1275	2	0	7
X2_4687	569	217	144	0
X2_4732	378	111	40	33
X2_4752	1468	53	21	16
X2_4770	264	3	10	46
X2_4776	281	60	41	42
X2_4799	462	10	34	11
X2_4804	452	1816	164	28
X2_4811	237	2	0	13
X2_4833	418	14	12	5
X2_4872	7916	4259	1114	5233
X2_4887	4957	2665	30	102
X2_4999	634	0	0	0
X2_5006	734	0	7	11
X2_5078	283	104	48	47
X2_5086	725	69	82	39
X2_5090	150	0	0	0
X2_5104	19520	119	15	8
X2_5129	530	6	3	8
X2_5180	108	8	3	7
X2_5206	148	9	21	37
X2_5225	2275	6	0	6
X2_5227	223	12	1	0
X2_5268	12192	62	61	82
X2_5289	465	77	56	44
X2_5299	2814	0	0	3
X2_5303	103	0	0	0
X2_5310	6152	14	13	10
X2_5316	1216	4	7	3
X2_5318	1081	23	6	3
X2_5355	598	290	392	104
X2_5375	93	2	2	0
X2_5393	228	6	8	27
X2_5437	1798	0	0	0
X2_5450	116	0	0	0
X2_5471	87	3	4	5
X2_5504	532	26	7	13
X2_5517	285	15	0	0
X2_5552	66	0	8	0
X2_5561	322	13	0	0
X2_5596	426	47	4	31
X2_5614	185	3	0	0
X2_5645	118	12	6	2
X2_5719	20395	223	782	357
X2_5731	145	9	1	0
X2_5784	1413	12	4	4
X2_5816	2012	0	0	0
X2_5819	109	0	0	0
X2_5831	425	19	4	3
X2_5874	311	15	2	2
X2_5877	1470	3	59	15
X2_5919	143	0	25	2
X2_5926	917	276	181	378
X2_5944	567	35	4	3
X2_5972	74	1	0	0
X2_5977	249	176	58	30
X2_5982	276	0	0	6
X2_5987	3940	168	70	65
X2_6012	201	0	0	0
X2_6031	3365	30	35	43
X2_6049	2138	0	0	0
X2_6064	158	0	0	2
X2_6068	2218	29	4	3
X2_6092	1839	11	0	0
X2_6112	2372	1146	1778	362
X2_6119	94	23	82	9
X2_6145	625	0	0	1
X2_6155	385	119	1	4
X2_6161	2737	1	0	0
X2_6164	361	0	0	0
X2_6170	4030	188	109	10
X2_6199	133	0	1	0
X2_6201	69	50	92	0
X2_6213	33980	75	19	11
X2_6297	313	2	6	4
X2_6302	289	0	0	0
X2_6340	97	0	0	0
X2_6348	71	0	0	2
X2_6373	1641	61	22	51
X2_6393	266	28	0	2
X2_6416	781	0	2	0
X2_6435	275	76	12	4
X2_6455	90	4	1	0
X2_6498	2237	3396	2112	592
X2_6528	3586	2	0	0
X2_6537	13096	1391	4	4
X2_6585	85	0	0	0
X2_6608	203	97	9	2
X2_6616	144	6	10	11
X2_6627	234	0	2	0
X2_6633	64	0	0	0
X2_6637	1768	186	59	2
X2_6652	1405	163	123	18
X2_6713	3293	21	14	39
X2_6750	261	0	0	0
X2_6756	1563	1	0	0
X2_6757	607	17	15	8
X2_6773	433	0	0	4
X2_6793	125	305	73	41
X2_6874	354	0	0	0
X2_6921	5645	0	0	0
X2_6932	2932	8	1	0
X2_6942	127	21	1	9
X2_6948	62	4	0	0
X2_6975	3956	1	3	9
X2_7005	801	39	38	17
X2_7024	6616	56	43	4
X2_7059	892	5	13	11
X2_7068	178	2	0	0
X2_7076	629	0	0	0
X2_7100	1606	65	70	5
X2_7119	904	89	266	445
X2_7123	46	0	0	0
X2_7145	172	0	0	2
X2_7151	99	7	0	0
X2_7160	312	18	33	6
X2_7163	150	0	2	0
X2_7178	3545	54	63	50
X2_7215	111	5	10	1
X2_7257	85	2	0	0
X2_7264	99	5	0	4
X2_7291	80	0	0	0
X2_7292	86	3	0	0
X2_7342	174	8	9	42
X2_7350	240	0	0	8
X2_7385	107	0	0	0
X2_7407	119	12	0	0
X2_7416	115	6	3	1
X2_7457	321	93	6	0
X2_7510	1199	281	14	4
X2_7559	92	1	0	0
X2_7573	217	39	1	2
X2_7577	220	12	7	5
X2_7593	686	35	4	12
X2_7611	600	116	123	26
X2_7631	41482	166	46	37
X2_7646	288	2	5	0
X2_7677	174	49	112	102
X2_7702	567	24	2	8
X2_7723	1654	1730	638	1496
X2_7737	986	18	2	0
X2_7805	134	0	4	1
X2_7888	2033	6	1	22
X2_7934	5638	29	11	7
X2_7935	81	1	0	0
X2_7946	268	1	2	1
X2_7947	119	0	0	0
X2_7965	425	111	129	36
X2_7990	1903	1575	2238	560
X2_7993	66	9	16	4
X2_8044	110	9	1	2
X2_8107	235	85	94	186
X2_8146	4098	583	2038	1324
X2_8165	192	2	0	0
X2_8192	4814	0	0	0
X2_8223	786	16	184	212
X2_8244	159	0	6	5
X2_8251	192	0	0	0
X2_8256	124	0	0	0
X2_8277	156	4	0	0
X2_8279	551	8	0	0
X2_8284	505	47	0	31
X2_8298	2088	5	6	13
X2_8302	470	293	14	38
X2_8318	3851	303	36	123
X2_8333	155	15	12	6
X2_8339	78	1	21	0
X2_8344	880	5	31	10
X2_8362	788	452	1781	976
X2_8368	2365	169	13	50
X2_8374	104	6	1	1
X2_8377	303	0	0	0
X2_8392	744	0	4	0
X2_8414	108	1	4	0
X2_8450	917	5	0	3
X2_8467	437	9	10	11
X2_8507	249	0	0	0
X2_8516	744	0	0	0
X2_8544	131	4	0	0
X2_8567	320	79	8	25
X2_8590	114	48	21	14
X2_8594	851	54	15	11
X2_8598	423	4	0	6
X2_8640	538	40	2	4
X2_8667	59	0	0	0
X2_8675	374	11	0	4
X2_8701	135	0	0	0
X2_8744	3613	32	28	4
X2_8781	82	0	0	0
X2_8792	419	175	118	23
X2_8846	596	59	123	11
X2_8849	185	32	11	7
X2_8855	153	4	0	0
X2_8862	141	25	1	0
X2_8889	96	31	4	1
X2_8892	194	54	9	22
X2_8900	1108	70	5	30
X2_8905	942	84	56	9
X2_8915	156	11	4	0
X2_8951	147	141	131	142
X2_8981	1659	0	0	0
X2_9029	99	0	0	0
X2_9056	68	13	0	0
X2_9066	1061	133	3	1
X2_9103	1307	16	19	4
X2_9112	272	0	12	3
X2_9118	155	0	13	1
X2_9156	160	1	1	0
X2_9167	1210	1866	1425	6644
X2_9191	471	29	7	0
X2_9203	514	0	0	0
X2_9210	3355	0	0	23
X2_9215	1175	65	2	53
X2_9227	115	6	0	5
X2_9231	466	41	13	9
X2_9243	46	6	0	0
X2_9265	110	140	56	2
X2_9280	423	31	11	11
X2_9305	945	0	0	0
X2_9307	953	0	0	0
X2_9342	337	0	0	1
X2_9398	614	0	0	0
X2_9416	215	35	15	3
X2_9421	336	8	1	1
X2_9429	711	1	0	1
X2_9452	187	0	0	0
X2_9461	6856	25	9	6
X2_9468	1336	7	10	9
X2_9476	10627	3	8	12
X2_9528	203	0	0	0
X2_9604	195	0	0	0
X2_9606	765	0	0	0
X2_9614	5710	0	0	0
X2_9649	665	182	355	114
X2_9675	3262	0	4	0
X2_9678	1400	94	2	0
X2_9691	115	32	8	3
X2_9700	1170	53	50	71
X2_9743	2860	0	0	0
X2_9781	2914	72	52	35
X2_9820	1757	10	7	18
X2_9825	205	51	9	4
X2_9834	443	72	74	35
X2_9873	108	18	0	8
X2_9929	409	363	86	72
X2_9935	288	122	45	3
X2_9951	453	10	0	0
X2_9985	393	63	5	34
X2_10005	4415	6	25	3
X2_10021	50	0	0	0
X2_10047	970	671	26	46
X2_10115	91	0	0	0
X2_10129	1426	1934	3090	5624
X2_10152	193	0	0	0
X2_10158	2412	11	3	8
X2_10236	134	0	2	0
X2_10242	982	455	14	2
X2_10263	496	26	3	0
X2_10283	683	77	14	13
X2_10289	110	32	0	0
X2_10296	29490	99	90	31
X2_10305	513	19	11	2
X2_10307	372	69	31	92
X2_10325	382	31	5	5
X2_10345	213	13	0	0
X2_10364	91	7	0	3
X2_10369	326	65	8	64
X2_10372	398	41	90	38
X2_10386	196	10	22	0
X2_10439	75	46	1	5
X2_10446	78	4	8	1
X2_10479	469	5	11	10
X2_10483	177	7	223	51
X2_10581	110	22	0	18
X2_10594	118	2	1	0
X2_10619	355	293	21	8
X2_10623	148	0	0	0
X2_10631	535	3	0	0
X2_10690	3019	708	319	131
X2_10759	155	48	13	0
X2_10790	156	3	0	0
X2_10807	748	40	10	15
X2_10825	298	2	1	0
X2_10859	660	18	43	116
X2_10928	516	14	0	0
X2_10965	380	2	4	1
X2_10966	367	15	0	1
X2_10969	4987	32	6	9
X2_10987	376	684	317	140
X2_10995	1349	8	0	0
X2_11006	2682	7	8	3
X2_11025	130	0	1	0
X2_11029	226	10	7	0
X2_11033	184	63	255	319
X2_11040	241	55	16	0
X2_11073	312	14	1	16
X2_11095	251	0	6	0
X2_11120	2975	0	0	0
X2_11161	271	770	125	1198
X2_11166	132	2	6	1
X2_11250	239	1	0	0
X2_11331	163	1	0	0
X2_11332	3887	20	180	97
X2_11343	94	14	0	0
X2_11348	1213	58	9	8
X2_11366	149	15	0	0
X2_11438	110	37	22	25
X2_11460	7088	30	36	30
X2_11497	77	0	0	8
X2_11511	107	0	0	0
X2_11529	30914	19	0	0
X2_11546	348	0	0	0
X2_11571	353	1	0	0
X2_11580	351	0	0	6
X2_11597	348	39	1	0
X2_11628	2189	8	0	9
X2_11634	183	0	0	5
X2_11669	139	0	0	0
X2_11699	298	150	134	50
X2_11700	218	0	0	0
X2_11733	366	16	19	7
X2_11753	2163	5	4	0
X2_11778	522	0	8	0
X2_11801	1053	7	0	0
X2_11824	394	1	72	9
X2_11834	271	12	4	3
X2_11858	1378	0	0	0
X2_11892	114	25	5	3
X2_11918	332	0	0	3
X2_11920	196	0	0	0
X2_11922	137	13	0	0
X2_11925	298	58	7	1
X2_11941	297	125	83	12
X2_11945	82	0	0	0
X2_11955	712	0	0	0
X2_11957	832	0	0	0
X2_11971	1013	11	6	19
X2_11976	2006	533	222	27
X2_11990	7116	9	6	10
X2_12007	194	4	0	2
X2_12055	283	6	0	0
X2_12064	105	19	15	9
X2_12086	593	310	452	553
X2_12087	996	0	0	0
X2_12146	50	2	1	0
X2_12159	244	4	0	6
X2_12168	6283	58	9	0
X2_12235	278	15	0	0
X2_12263	174	5	4	1
X2_12387	107	3	0	0
X2_12397	3628	130	4	7
X2_12401	184	9	0	0
X2_12485	3480	331	379	105
X2_12489	1501	1164	343	754
X2_12496	266	3	0	0
X2_12529	316	280	69	57
X2_12535	206	2	1	5
X2_12540	1187	16	12	0
X2_12556	187	51	43	5
X2_12595	227	0	5	0
X2_12602	8633	29	13	5
X2_12614	478	165	251	103
X2_12618	165	0	0	0
X2_12619	334	11	7	0
X2_12678	571	21	9	9
X2_12717	131	13	13	22
X2_12738	154	6	5	2
X2_12746	414	0	0	0
X2_12760	325	7	3	9
X2_12785	83	12	0	0
X2_12899	132	5	0	0
X2_12999	93	193	66	23
X2_13004	57	0	0	0
X2_13026	129	42	23	0
X2_13031	1239	0	4	5
X2_13056	465	37	18	23
X2_13088	55	87	0	0
X2_13214	101	19	0	0
X2_13216	104	31	11	4
X2_13253	1932	24	29	9
X2_13269	296	0	7	14
X2_13281	549	17	0	0
X2_13307	123	6	13	10
X2_13342	891	9	1	0
X2_13345	890	205	2	2
X2_13377	52	62	0	0
X2_13391	17817	130	38	12
X2_13431	54	1	34	59
X2_13447	2136	141	20	29
X2_13454	765	2	0	2
X2_13476	1841	213	28	22
X2_13646	102	17	2	109
X2_13656	544	50	9	2
X2_13672	396	12	6	10
X2_13676	135	7	0	3
X2_13684	385	35	0	4
X2_13721	69	37	51	0
X2_13770	556	16	11	10
X2_13780	111	45	2	0
X2_13793	139	3	8	2
X2_13816	1386	191	77	37
X2_13820	381	15	2	17
X2_13822	54	16	55	20
X2_13845	615	84	4	5
X2_13849	182	12	3	1
X2_13850	111	0	0	0
X2_13853	682	25	4	24
X2_13861	645	63	0	1
X2_13881	587	6	0	1
X2_13933	71	19	5	2
X2_13965	54	6	0	0
X2_13975	599	0	0	0
X2_13980	1596	61	4	1
X2_13989	127	9	2	0
X2_14031	465	22	17	13
X2_14041	308	6	10	7
X2_14066	1939	892	967	82
X2_14069	814	0	0	0
X2_14086	426	19	14	5
X2_14151	119	2	0	0
X2_14211	9392	43	59	62
X2_14221	26298	47	62	39
X2_14228	689	0	0	1
X2_14231	368	35	22	30
X2_14259	380	34	4	3
X2_14269	1451	11	129	345
X2_14300	367	11	0	3
X2_14356	2378	38	9	1
X2_14358	66	0	0	11
X2_14366	336	0	0	3
X2_14374	389	122	89	21
X2_14436	4766	12	11	6
X2_14441	201	19	1	5
X2_14453	780	0	0	0
X2_14485	276	16	1	0
X2_14514	143	0	12	0
X2_14526	499	44	90	39
X2_14566	1153	212	743	122
X2_14579	765	53	4	9
X2_14582	640	207	48	0
X2_14643	165	0	0	0
X2_14653	152	0	0	0
X2_14657	1645	819	42	15
X2_14662	1453	134	49	12
X2_14667	206	17	9	0
X2_14703	398	3	0	0
X2_14727	12795	906	11	64
X2_14742	430	9	7	14
X2_14751	289	2	2	6
X2_14768	74	2	0	2
X2_14775	246	1	51	1
X2_14789	116	13	0	0
X2_14791	149	24	0	0
X2_14843	228	149	325	36
X2_14846	261	148	17	17
X2_14857	3170	2211	3975	5850
X2_14865	21107	0	0	0
X2_14906	180	62	42	22
X2_14956	92	5	6	0
X2_14971	1878	208	0	0
X2_15018	585	54	0	0
X2_15026	82	10	0	0
X2_15027	6392	0	3	0
X2_15030	81	5	0	0
X2_15044	1624	1	8	0
X2_15046	5412	30	19	0
X2_15072	255	0	0	5
X2_15076	2103	9	22	4
X2_15095	1367	33	5	0
X2_15112	174	0	0	0
X2_15146	519	35	48	14
X2_15165	498	75	154	21
X2_15188	107	5	7	6
X2_15193	2225	114	0	0
X2_15195	286	92	2	3
X2_15223	106	2	11	39
X2_15231	308	0	0	0
X2_15243	200	26	4	1
X2_15251	613	23	3	0
X2_15268	136	0	0	0
X2_15287	205	17	7	4
X2_15338	1018	2	1	5
X2_15345	102	0	4	3
X2_15361	1034	59	13	17
X2_15406	871	5	8	9
X2_15415	90	7	2	0
X2_15513	587	0	0	0
X2_15519	227	14	56	0
X2_15527	1995	117	25	32
X2_15544	353	101	181	92
X2_15609	83	1	0	0
X2_15692	458	1	1	0
X2_15777	168	43	0	6
X2_15855	761	2	0	28
X2_15877	174	6	12	17
X2_15945	4419	41	30	6
X2_15970	723	30	23	17
X2_15995	239	51	53	18
X2_16044	259	12	5	4
X2_16061	3967	246	6	10
X2_16074	205	64	45	3
X2_16090	110	0	0	0
X2_16104	251	29	49	8
X2_16144	444	1	0	0
X2_16177	163	30	1	7
X2_16236	1216	6	9	7
X2_16246	11702	5	6	2
X2_16287	89	34	9	6
X2_16300	134	0	0	0
X2_16312	734	0	0	1
X2_16325	6538	11	0	0
X2_16332	46	0	0	0
X2_16333	7834	0	13	1
X2_16378	391	366	0	9
X2_16388	509	37	14	0
X2_16411	482	34	0	0
X2_16483	143	17	0	0
X2_16493	159	60	20	11
X2_16511	139	0	0	0
X2_16540	1383	0	7	2
X2_16558	473	133	379	53
X2_16572	245	2	1	0
X2_16601	547	0	1	5
X2_16611	82	6	6	1
X2_16651	71	5	18	0
X2_16670	76	4	3	0
X2_16729	221	56	20	20
X2_16744	6440	131	46	6
X2_16747	401	6	2	0
X2_16762	17178	27	6	13
X2_16778	7706	0	0	0
X2_16786	116	13	4	2
X2_16849	202	9	11	12
X2_16858	1525	848	3461	2220
X2_16884	161	49	0	1
X2_16918	2038	3	19	19
X2_16995	491	0	1	3
X2_17026	2118	97	84	348
X2_17064	76	0	0	0
X2_17093	71	11	6	8
X2_17128	3170	25	12	22
X2_17130	564	42	0	4
X2_17134	139	0	0	0
X2_17158	700	0	0	0
X2_17186	272	2	1	2
X2_17223	3126	9763	704	1459
X2_17268	162	63	0	4
X2_17273	179	5	72	3
X2_17307	3907	1535	278	842
X2_17320	698	158	34	28
X2_17349	104	13	2	4
X2_17421	864	0	0	0
X2_17438	5421	15	18	3
X2_17451	138	4	2	17
X2_17453	240	0	0	3
X2_17486	284	2	1	5
X2_17501	307	109	86	41
X2_17508	184	0	0	0
X2_17509	274	12	4	0
X2_17520	419	42	2	5
X2_17527	233	4	0	0
X2_17529	314	59	33	2
X2_17530	971	154	141	67
X2_17549	525	390	217	33
X2_17552	651	183	140	203
X2_17594	25267	0	1	0
X2_17601	729	13	0	16
X2_17607	208	0	0	0
X2_17626	4417	2	0	0
X2_17628	472	71	27	28
X2_17649	113	12	4	2
X2_17714	335	18	63	15
X2_17716	1611	674	1404	734
X2_17745	2217	202	119	111
X2_17805	362	3	11	0
X2_17855	2261	4064	3405	6541
X2_17907	479	41	14	43
X2_17963	6255	2037	10	12
X2_17996	180	0	0	0
X2_18005	3346	0	8	24
X2_18015	88	80	0	5
X2_18016	98	0	0	0
X2_18027	302	52	2	3
X2_18030	80	4	1	1
X2_18040	1495	0	0	0
X2_18047	228	24	0	3
X2_18059	2083	10	8	46
X2_18100	153	2	0	2
X2_18110	3618	753	53	64
X2_18112	152	92	53	4
X2_18115	567	0	5	0
X2_18130	1982	0	5	41
X2_18149	341	0	0	1
X2_18179	51	0	0	0
X2_18180	312	83	12	1
X2_18191	436	20	0	0
X2_18214	1020	0	5	33
X2_18220	114	20	0	13
X2_18237	157	80	40	21
X2_18284	122	0	0	0
X2_18285	66	0	0	0
X2_18300	397	93	14	10
X2_18320	164	43	0	0
X2_18357	3671	50	21	12
X2_18383	72	0	0	0
X2_18397	122	118	95	46
X2_18398	297	48	4	2
X2_18401	135	4	0	0
X2_18432	221	70	30	12
X2_18443	115	6	45	24
X2_18478	967	24	3	0
X2_18485	16323	2924	4181	9171
X2_18586	967	130	56	54
X2_18595	557	0	0	0
X2_18607	250	10	7	14
X2_18642	118	20	1	3
X2_18651	593	0	0	0
X2_18670	566	24	11	1
X2_18689	7372	45	127	174
X2_18750	4417	0	2	1
X2_18759	1966	3	0	5
X2_18774	1560	112	116	26
X2_18786	124	15	3	0
X2_18796	212	16	0	2
X2_18799	243	0	0	0
X2_18844	150	11	1	1
X2_18868	160	125	35	5
X2_18879	874	262	37	33
X2_18919	468	63	5	4
X2_18920	252	0	0	0
X2_18921	139	0	0	0
X2_18929	55	11	0	0
X2_18942	325	0	4	1
X2_18965	464	57	14	21
X2_18981	1686	0	10	23
X2_18985	111	0	0	0
X2_18990	4058	1143	4	24
X2_19058	1220	0	0	2
X2_19076	882	0	0	0
X2_19087	97	0	0	0
X2_19112	222	9	1	3
X2_19139	580	407	369	35
X2_19147	163	0	0	0
X2_19178	4360	250	63	53
X2_19248	130	131	46	27
X2_19269	595	124	24	30
X2_19270	1701	0	1	6
X2_19273	2547	0	0	0
X2_19299	62	0	0	0
X2_19318	345	0	0	0
X2_19343	60	2	5	1
X2_19385	4952	21	3	0
X2_19400	304	60	26	107
X2_19410	1926	16	3	0
X2_19440	264	224	64	35
X2_19450	116	8	1	0
X2_19458	411	0	1	0
X2_19464	348	288	737	1196
X2_19472	2072	0	0	2
X2_19479	63	11	4	0
X2_19507	1941	32	10	15
X2_19570	179	28	18	6
X2_19598	141	1	0	0
X2_19611	66	7	7	8
X2_19625	2628	0	0	0
X2_19635	261	0	0	7
X2_19700	354	0	28	18
X2_19718	184	114	9	2
X2_19734	253	35	77	38
X2_19761	1346	140	76	86
X2_19773	220	0	0	0
X2_19798	5363	290	129	14
X2_19808	379	138	69	10
X2_19823	242	0	12	1
X2_19834	196	20	24	0
X2_19847	228561	192915	119172	30523
X2_19882	1356	98	12	109
X2_19906	120	4	0	0
X2_19969	123	0	5	17
X2_20014	297	41	51	15
X2_20039	244	0	4	0
X2_20103	58	0	0	0
X2_20140	296	63	37	0
X2_20156	1200	21	88	73
X2_20204	88	9	2	1
X2_20207	152	3	1	18
X2_20215	330	32	0	0
X2_20234	539	0	0	0
X2_20257	194	2	63	22
X2_20258	293	0	0	0
X2_20274	93	20	0	0
X2_20348	1036	223	882	171
X2_20371	797	78	9	2
X2_20377	256	77	266	70
X2_20386	131	1	0	0
X2_20440	229	5	0	4
X2_20453	92	0	2	0
X2_20481	1637	63	0	4
X2_20484	537	24	27	2
X2_20504	207	8	3	0
X2_20518	329	5	14	5
X2_20541	849	2	1	0
X2_20550	1477	145	10	72
X2_20566	90	4	0	3
X2_20573	93	24	14	1
X2_20638	739	63	21	10
X2_20658	215	19	3	0
X2_20681	983	243	145	152
X2_20686	892	6	6	0
X2_20687	119	0	0	2
X2_20695	75	3	13	10
X2_20717	15125	150	140	34
X2_20718	56204	25	7	27
X2_20720	2552	48	32	18
X2_20731	115	0	0	0
X2_20732	433	102	36	10
X2_20742	87	8	9	5
X2_20744	101	4	9	1
X2_20768	1695	0	3	0
X2_20769	220	0	0	0
X2_20948	163	13	0	48
X2_20967	1894	24	25	9
X2_20973	111	0	0	0
X2_20991	997	46	6	63
X2_20993	261	42	4	1
X2_21030	869	0	0	0
X2_21032	171	33	10	8
X2_21056	364	0	0	0
X2_21073	159	0	0	0
X2_21075	264	0	0	0
X2_21085	120	0	2	4
X2_21086	3356	0	0	1
X2_21096	1791	0	0	6
X2_21130	1607	36	3	7
X2_21138	369	5	2	2
X2_21166	526	0	0	0
X2_21169	131	47	24	12
X2_21176	166	10	0	5
X2_21180	1769	0	0	0
X2_21206	469	0	0	0
X2_21212	312	18	68	23
X2_21215	907	6	15	9
X2_21219	332	19	92	8
X2_21239	852	15	194	9
X2_21267	63	20	0	0
X2_21290	102	10	0	0
X2_21300	82	0	0	0
X2_21310	1248	0	0	3
X2_21328	106	5	8	0
X2_21332	415	0	2	0
X2_21361	573	0	3	13
X2_21368	184	30	36	11
X2_21387	635	48	56	15
X2_21412	150	2	2	0
X2_21417	185	2	0	0
X2_21427	1836	0	0	0
X2_21459	3123	139	45	58
X2_21528	116	0	9	3
X2_21578	108	2	0	0
X2_21622	25375	2925	147	418
X2_21638	44763	11	3	0
X2_21688	139	33	0	0
X2_21700	1121	21	12	12
X2_21703	607	1085	671	2756
X2_21715	472	17	12	1
X2_21741	123	13	2	2
X2_21743	220	42	29	4
X2_21757	327	68	33	19
X2_21806	1152	305	206	384
X2_21811	92	20	2	0
X2_21818	86	16	11	0
X2_21827	113	7	14	2
X2_21833	246	0	0	1
X2_21842	839	122	48	10
X2_21879	94	1	0	4
X2_21912	672	0	0	0
X2_21923	872	91	189	71
X2_21924	176	0	1	9
X2_21939	111	4	0	0
X2_21940	359	2	0	6
X2_21962	81	0	0	1
X2_21968	205	4	0	0
X2_22015	267	0	2	10
X2_22033	136	0	0	0
X2_22084	2908	1	0	3
X2_22099	1060	3	3	10
X2_22141	81	12	6	1
X2_22178	112	7	0	7
X2_22232	107	11	0	0
X2_22243	961	171	72	186
X2_22253	2590	23	56	65
X2_22277	1519	74	6	0
X2_22286	393	48	9	3
X2_22287	120	1	0	0
X2_22290	137	23	2	7
X2_22296	598	3	3	4
X2_22334	40220	356	81	36
X2_22336	229	0	0	0
X2_22369	292	56	0	0
X2_22390	249	6	12	0
X2_22426	62	1	0	1
X2_22427	666	2	2	3
X2_22428	89	1	6	6
X2_22535	11163	0	0	0
X2_22568	2803	25	7	14
X2_22577	546	136	24	2
X2_22618	1561	15	42	5
X2_22620	84	0	0	0
X2_22623	522	153	85	19
X2_22670	168	2	0	0
X2_22706	2116	85	26	53
X2_22707	913	2	0	0
X2_22709	715	8	4	14
X2_22711	1733	26	0	0
X2_22719	1527	1	0	0
X2_22724	201	2	3	2
X2_22733	555	4	2	1
X2_22744	186	0	6	5
X2_22751	2394	2	0	0
X2_22759	2144	2	0	1
X2_22772	734	125	62	20
X2_22799	554	19	2	1
X2_22807	736	458	55	19
X2_22844	354	0	0	0
X2_22853	6291	471	27	77
X2_22856	285	47	51	0
X2_22900	1414	2	1	0
X2_22941	3858	4	24	10
X2_22945	716	4	0	0
X2_22950	1596	0	0	8
X2_22961	89	0	2	6
X2_22972	66	13	0	0
X2_22984	77	5	0	4
X2_23005	517	0	0	0
X2_23026	745	12	2	5
X2_23032	1177	17	67	10
X2_23041	621	106	83	50
X2_23090	2178	0	2	0
X2_23099	326	155	45	269
X2_23101	148	0	4	0
X2_23112	1121	1	0	0
X2_23127	1926	0	0	0
X2_23131	130	14	0	2
X2_23150	202	0	0	0
X2_23153	13133	0	0	0
X2_23208	80	0	0	0
X2_23209	138	8	0	0
X2_23228	126	2	13	3
X2_23239	9749	71	68	14
X2_23259	55	10	0	2
X2_23272	118	2	10	0
X2_23316	396	13	22	31
X2_23334	176	0	0	0
X2_23352	561	0	75	3
X2_23354	109	0	0	0
X2_23391	967	30	22	25
X2_23406	16680	139	59	92
X2_23422	219	33	10	11
X2_23441	66	0	0	0
X2_23445	50	0	0	0
X2_23504	134	8	4	2
X2_23570	1244	34	53	46
X2_23591	146	14	0	0
X2_23621	661	0	42	2
X2_23624	242	0	0	2
X2_23630	429	0	0	0
X2_23634	117	21	6	8
X2_23637	117	0	0	0
X2_23638	1404	48	2	0
X2_23661	528	0	0	0
X2_23719	130	0	2	0
X2_23764	242	57	3	2
X2_23772	1792	0	0	0
X2_23774	77	2	0	0
X2_23775	302	10	0	1
X2_23779	1473	41	13	11
X2_23791	78	0	5	2
X2_23814	377	110	125	46
X2_23833	1008	76	12	6
